product,price,link,date
"['Мясо говядина стейк', 'Мясо баранина лопаточная часть вес', 'Грудка куриная Eco meat охложденная вес', 'Рыба Форель непотрошенная охлажденная вес', 'Молоко Умут и К 3,2% 1л т/п', 'Кефир Умут и К 2,5% 1л т/п', 'Творог Веселый молочник  0,2% 280г', 'Масло сливочное Ak sut Крестьянское 200г', 'Яйцо Ак-Куу С-1 10шт', 'Хлеб Солдатский 320г', 'Лепешка Тандыр с белым кунжутом', 'Рис Казахстанский Лидер весовой', 'Гречка весовая', 'Огурцы', 'Помидоры', 'Лук репчатый', 'Мясо говядина стейк', 'Морковь мытая', 'Чеснок', 'Капуста', 'Бананы высший сорт', 'Чай Beta Champion pekoe листовой 100г', 'Соль Береке йодированная 750г', 'Сахар песок весовой', 'Масло подсолнечное Русское масло 1л']","[503, 540, 460, 599, 58, 58, 120, 101, 105, 20, 29, 82, 125, 49, 40, 28, 503, 34, 174, 15, 109, 112, 9, 85, 149]","['https://globus-online.kg/catalog/myaso_ptitsa_ryba/govyadina_baranina_farshi/myaso_govyadina_steyk/', 'https://globus-online.kg/catalog/myaso_ptitsa_ryba/govyadina_baranina_farshi/myaso_baranina_lopatochnaya_chast_ves/', 'https://globus-online.kg/catalog/myaso_ptitsa_ryba/ptitsa/grudka_kurinaya_eco_meat_okhlozhdennaya_ves/', 'https://globus-online.kg/catalog/myaso_ptitsa_ryba/ryba_i_moreprodukty/ryba_forel_nepotroshennaya_okhlazhdennaya_ves/', 'https://globus-online.kg/catalog/molochnye_produkty_yaytsa/moloko_slivki/moloko_umut_i_k_3_2_1l_t_p/', 'https://globus-online.kg/catalog/molochnye_produkty_yaytsa/kislomolochnye_produkty/kefir_umut_i_k_2_5_1l_t_p/', 'https://globus-online.kg/catalog/molochnye_produkty_yaytsa/kislomolochnye_produkty/tvorog/tvorog_veselyy_molochnik_0_2_280g/', 'https://globus-online.kg/catalog/molochnye_produkty_yaytsa/maslo_slivochnoe/maslo_slivochnoe_ak_sut_krestyanskoe_200g/', 'https://globus-online.kg/catalog/molochnye_produkty_yaytsa/yaytsa/yaytso_ak_kuu_s_1_10sht/', 'https://globus-online.kg/catalog/khleb_khlebobulochnye_izdeliya/khleba_batony_bagety/khleb_soldatskiy_320g/', 'https://globus-online.kg/catalog/khleb_khlebobulochnye_izdeliya/lepeshki/lepeshka_tandyr_s_belym_kunzhutom_240g_sp/', 'https://globus-online.kg/catalog/bakaleya/krupy_khlopya/ris_kazakhstanskiy_lider_vesovoy/', 'https://globus-online.kg/catalog/bakaleya/krupy_khlopya/krupy_vesovye/grechka_vesovaya/', 'https://globus-online.kg/catalog/ovoshchi_frukty_orekhi_zelen/ovoshchi/ogurtsy/', 'https://globus-online.kg/catalog/ovoshchi_frukty_orekhi_zelen/ovoshchi/pomidory/', 'https://globus-online.kg/catalog/ovoshchi_frukty_orekhi_zelen/ovoshchi/luk_repchatyy/', 'https://globus-online.kg/catalog/ovoshchi_frukty_orekhi_zelen/ovoshchi/kartofel_fasovannyy/', 'https://globus-online.kg/catalog/ovoshchi_frukty_orekhi_zelen/ovoshchi/morkov_mytaya/', 'https://globus-online.kg/catalog/ovoshchi_frukty_orekhi_zelen/ovoshchi/chesnok/', 'https://globus-online.kg/catalog/ovoshchi_frukty_orekhi_zelen/ovoshchi/kapusta/', 'https://globus-online.kg/catalog/ovoshchi_frukty_orekhi_zelen/frukty_yagody/banany_vysshiy_sort/', 'https://globus-online.kg/catalog/chay_kofe_kakao_kisel/chay_chernyy/chay_beta_champion_pekoe_listovoy_100g/', 'https://globus-online.kg/catalog/bakaleya/sousy_pripravy_marinady/sol_bereke_yodirovannaya_750g/', 'https://globus-online.kg/catalog/bakaleya/desertnye_produkty/sakhar_navat/sakhar_pesok_vesovoy/', 'https://globus-online.kg/catalog/bakaleya/rastitelnye_masla/podsolnechnye_masla/maslo_podsolnechnoe_russkoe_maslo_1l/']",22-08-2022
